dagger_code,dagger_label,asterisk_code,asterisk_label,combination_labels,levels_present,redundancy_level,rationale,curated_by,curated_date,_orphan
I61,hémorragie intracérébrale,G46.8,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I62,autres hémorragies intracrâniennes non traumatiques,G46,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I62,autres hémorragies intracrâniennes non traumatiques,G46.3,syndromes vasculaires du tronc cérébral,syndromes vasculaires du tronc cérébral,G,independent,,RF,21/05/2026,false
I62,autres hémorragies intracrâniennes non traumatiques,G46.4,syndrome cérébelleux vasculaire,syndrome cérébelleux vasculaire,G,independent,,RF,21/05/2026,false
I62,autres hémorragies intracrâniennes non traumatiques,G46.5,syndrome lacunaire moteur pur,syndrome lacunaire moteur pur,G,independent,,RF,21/05/2026,false
I62,autres hémorragies intracrâniennes non traumatiques,G46.6,syndrome lacunaire sensitif pur,syndrome lacunaire sensitif pur,G,independent,,RF,21/05/2026,false
I62,autres hémorragies intracrâniennes non traumatiques,G46.7,autres syndromes lacunaires,autres syndromes lacunaires,G,independent,,RF,21/05/2026,false
I62,autres hémorragies intracrâniennes non traumatiques,G46.8,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I63,infarctus cérébral,G46,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I63,infarctus cérébral,G46.3,syndromes vasculaires du tronc cérébral,syndromes vasculaires du tronc cérébral,G,independent,,RF,21/05/2026,false
I63,infarctus cérébral,G46.4,syndrome cérébelleux vasculaire,syndrome cérébelleux vasculaire,G,independent,,RF,21/05/2026,false
I63,infarctus cérébral,G46.5,syndrome lacunaire moteur pur,syndrome lacunaire moteur pur,G,independent,,RF,21/05/2026,false
I63,infarctus cérébral,G46.6,syndrome lacunaire sensitif pur,syndrome lacunaire sensitif pur,G,independent,,RF,21/05/2026,false
I63,infarctus cérébral,G46.7,autres syndromes lacunaires,autres syndromes lacunaires,G,independent,,RF,21/05/2026,false
I63,infarctus cérébral,G46.8,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I64,"accident vasculaire cérébral, non précisé comme étant hémorragique ou par infarctus",G46,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I64,"accident vasculaire cérébral, non précisé comme étant hémorragique ou par infarctus",G46.3,syndromes vasculaires du tronc cérébral,syndromes vasculaires du tronc cérébral,G,independent,,RF,21/05/2026,false
I64,"accident vasculaire cérébral, non précisé comme étant hémorragique ou par infarctus",G46.4,syndrome cérébelleux vasculaire,syndrome cérébelleux vasculaire,G,independent,,RF,21/05/2026,false
I64,"accident vasculaire cérébral, non précisé comme étant hémorragique ou par infarctus",G46.5,syndrome lacunaire moteur pur,syndrome lacunaire moteur pur,G,independent,,RF,21/05/2026,false
I64,"accident vasculaire cérébral, non précisé comme étant hémorragique ou par infarctus",G46.6,syndrome lacunaire sensitif pur,syndrome lacunaire sensitif pur,G,independent,,RF,21/05/2026,false
I64,"accident vasculaire cérébral, non précisé comme étant hémorragique ou par infarctus",G46.7,autres syndromes lacunaires,autres syndromes lacunaires,G,independent,,RF,21/05/2026,false
I64,"accident vasculaire cérébral, non précisé comme étant hémorragique ou par infarctus",G46.8,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I65,"occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral",G46,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I65,"occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral",G46.3,syndromes vasculaires du tronc cérébral,syndromes vasculaires du tronc cérébral,G,independent,,RF,21/05/2026,false
I65,"occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral",G46.4,syndrome cérébelleux vasculaire,syndrome cérébelleux vasculaire,G,independent,,RF,21/05/2026,false
I65,"occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral",G46.5,syndrome lacunaire moteur pur,syndrome lacunaire moteur pur,G,independent,,RF,21/05/2026,false
I65,"occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral",G46.6,syndrome lacunaire sensitif pur,syndrome lacunaire sensitif pur,G,independent,,RF,21/05/2026,false
I65,"occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral",G46.7,autres syndromes lacunaires,autres syndromes lacunaires,G,independent,,RF,21/05/2026,false
I65,"occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral",G46.8,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I66,"occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral",G46,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I66,"occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral",G46.3,syndromes vasculaires du tronc cérébral,syndromes vasculaires du tronc cérébral,G,independent,,RF,21/05/2026,false
I66,"occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral",G46.4,syndrome cérébelleux vasculaire,syndrome cérébelleux vasculaire,G,independent,,RF,21/05/2026,false
I66,"occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral",G46.5,syndrome lacunaire moteur pur,syndrome lacunaire moteur pur,G,independent,,RF,21/05/2026,false
I66,"occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral",G46.6,syndrome lacunaire sensitif pur,syndrome lacunaire sensitif pur,G,independent,,RF,21/05/2026,false
I66,"occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral",G46.7,autres syndromes lacunaires,autres syndromes lacunaires,G,independent,,RF,21/05/2026,false
I66,"occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral",G46.8,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I66.0,occlusion et sténose de l'artère cérébrale moyenne,G46.0,syndrome de l'artère cérébrale moyenne,syndrome de l'artère cérébrale moyenne,G,independent,,RF,21/05/2026,false
I66.1,occlusion et sténose de l'artère cérébrale antérieure,G46.1,syndrome de l'artère cérébrale antérieure,syndrome de l'artère cérébrale antérieure,G,independent,,RF,21/05/2026,false
I66.2,occlusion et sténose de l'artère cérébrale postérieure,G46.2,syndrome de l'artère cérébrale postérieure,syndrome de l'artère cérébrale postérieure,G,independent,,RF,21/05/2026,false
I67,autres maladies cérébrovasculaires,G46,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I67,autres maladies cérébrovasculaires,G46.3,syndromes vasculaires du tronc cérébral,syndromes vasculaires du tronc cérébral,G,independent,,RF,21/05/2026,false
I67,autres maladies cérébrovasculaires,G46.4,syndrome cérébelleux vasculaire,syndrome cérébelleux vasculaire,G,independent,,RF,21/05/2026,false
I67,autres maladies cérébrovasculaires,G46.5,syndrome lacunaire moteur pur,syndrome lacunaire moteur pur,G,independent,,RF,21/05/2026,false
I67,autres maladies cérébrovasculaires,G46.6,syndrome lacunaire sensitif pur,syndrome lacunaire sensitif pur,G,independent,,RF,21/05/2026,false
I67,autres maladies cérébrovasculaires,G46.7,autres syndromes lacunaires,autres syndromes lacunaires,G,independent,,RF,21/05/2026,false
I67,autres maladies cérébrovasculaires,G46.8,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,autres syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,G,independent,,RF,21/05/2026,false
I70.8,athérosclérose d'autres artères,H36.8,autres affections rétiniennes au cours de maladies classées ailleurs,rétinopathie athéroscléreuse,H,independent,,RF,21/05/2026,false
J09,"grippe, à virus aviaire identifié",G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) grippe",H,independent,,RF,21/05/2026,false
J09,"grippe, à virus aviaire identifié",H67.1,otite moyenne au cours de maladies virales classées ailleurs,otite moyenne au cours de grippe,H,independent,,RF,21/05/2026,false
J09,"grippe, à virus aviaire identifié",I41.1,myocardite au cours de maladies virales classées ailleurs,myocardite grippale (aiguë) grippe aviaire virus identifié,H,independent,,RF,21/05/2026,false
J10,"grippe, à autre virus grippal identifié",H67.1,otite moyenne au cours de maladies virales classées ailleurs,otite moyenne au cours de grippe,H,independent,,RF,21/05/2026,false
J10.8,"grippe avec d'autres manifestations, autre virus grippal identifié",G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) grippe",H,independent,,RF,21/05/2026,false
J10.8,"grippe avec d'autres manifestations, autre virus grippal identifié",I41.1,myocardite au cours de maladies virales classées ailleurs,myocardite grippale (aiguë) autre virus identifié,H,independent,,RF,21/05/2026,false
J11,"grippe, virus non identifié",H67.1,otite moyenne au cours de maladies virales classées ailleurs,otite moyenne au cours de grippe,H,independent,,RF,21/05/2026,false
J11.8,"grippe avec d'autres manifestations, virus non identifié",G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) grippe",H,independent,,RF,21/05/2026,false
J11.8,"grippe avec d'autres manifestations, virus non identifié",I41.1,myocardite au cours de maladies virales classées ailleurs,myocardite grippale (aiguë) virus non identifié,H,independent,,RF,21/05/2026,false
J63.2,bérylliose,K77.8,atteintes hépatiques au cours d'autres maladies classées ailleurs,granulomes hépatiques au cours de bérylliose,H,independent,,RF,21/05/2026,false
K50,maladie de Crohn [entérite régionale],M07.4,arthropathie au cours de la maladie de Crohn [entérite régionale],arthropathie au cours de la maladie de Crohn [entérite régionale],G,independent,,RF,21/05/2026,false
K50,maladie de Crohn [entérite régionale],M09.1,polyarthrite juvénile au cours de la maladie de Crohn [entérite régionale],polyarthrite juvénile au cours de la maladie de Crohn [entérite régionale],G,independent,,RF,21/05/2026,false
K51,recto-colite hémorragique [colite ulcéreuse],M07.5,arthropathie au cours de colite ulcéreuse,arthropathie au cours de colite ulcéreuse,G,independent,,RF,21/05/2026,false
K51,recto-colite hémorragique [colite ulcéreuse],M09.2,polyarthrite juvénile au cours de colite ulcéreuse,polyarthrite juvénile au cours de colite ulcéreuse,G,independent,,RF,21/05/2026,false
K70,maladie alcoolique du foie,I98.2,varices oesophagiennes au cours de maladies classées ailleurs,varices oesophagiennes au cours de maladies du foie,H,independent,,RF,21/05/2026,false
K71,maladie toxique du foie,I98.2,varices oesophagiennes au cours de maladies classées ailleurs,varices oesophagiennes au cours de maladies du foie,H,independent,,RF,21/05/2026,false
K74,fibrose et cirrhose du foie,I98.2,varices oesophagiennes au cours de maladies classées ailleurs,varices oesophagiennes au cours de maladies du foie,H,independent,,RF,21/05/2026,false
K90.8,autres malabsorptions intestinales,M14.8,arthropathie au cours d'autres maladies précisées classées ailleurs,maladie de Whipple | arthropathie au cours de maladie de Whipple,"H, U",independent,,RF,21/05/2026,false
L01,impétigo,H62.4,otite externe au cours d'autres maladies classées ailleurs,otite externe au cours d'impétigo,H,independent,,RF,21/05/2026,false
L01.0,impétigo [tout micro-organisme] [toute localisation],H03.8,atteinte de la paupière au cours d'autres maladies classées ailleurs,atteinte de la paupière au cours d'impétigo,H,independent,,RF,21/05/2026,false
L12,pemphigoïde,H13.3,pemphigoïde oculaire,pemphigoïde oculaire,G,independent,,RF,21/05/2026,false
L40.5,psoriasis arthropathique,M07.0,arthropathie psoriasique distale interphalangienne,arthropathie psoriasique distale interphalangienne | psoriasis arthropathique,"G, T",independent,,RF,21/05/2026,false
L40.5,psoriasis arthropathique,M07.1,arthrite mutilante,arthrite mutilante | psoriasis arthropathique,"G, T",independent,,RF,21/05/2026,false
L40.5,psoriasis arthropathique,M07.2,spondylite psoriasique,spondylite psoriasique | psoriasis arthropathique,"G, T",independent,,RF,21/05/2026,false
L40.5,psoriasis arthropathique,M07.3,autres arthropathies psoriasiques,autres arthropathies psoriasiques | psoriasis arthropathique,"G, T",independent,,RF,21/05/2026,false
L40.5,psoriasis arthropathique,M09.0,polyarthrite juvénile au cours de psoriasis,polyarthrite juvénile au cours de psoriasis | psoriasis arthropathique,"G, T",independent,,RF,21/05/2026,false
L51,érythème polymorphe,M14.8,arthropathie au cours d'autres maladies précisées classées ailleurs,arthropathie au cours de érythème polymorphe,H,independent,,RF,21/05/2026,false
L52,érythème noueux,M14.8,arthropathie au cours d'autres maladies précisées classées ailleurs,arthropathie au cours de érythème noueux,H,independent,,RF,21/05/2026,false
M05,polyarthrite rhumatoïde séropositive,G73.7,myopathie au cours d'autres maladies classées ailleurs,myopathie au cours de polyarthrite rhumatoïde,H,independent,,RF,21/05/2026,false
M05.1,maladie pulmonaire rhumatoïde,J99.0,maladie pulmonaire rhumatoïde,maladie pulmonaire rhumatoïde,"G, T",independent,,RF,21/05/2026,false
M05.3,polyarthrite rhumatoïde avec atteinte d'autres organes et appareils,G63.6,polynévrite au cours d'autres affections ostéo-articulaires et des muscles,polynévrite rhumatoïde,U,independent,,RF,21/05/2026,false
M05.3,polyarthrite rhumatoïde avec atteinte d'autres organes et appareils,G73.7,myopathie au cours d'autres maladies classées ailleurs,myopathie rhumatoïde,U,independent,,RF,21/05/2026,false
M05.3,polyarthrite rhumatoïde avec atteinte d'autres organes et appareils,I32.8,péricardite au cours d'autres maladies classées ailleurs,péricardite (au cours de) rhumatoïde | péricardite rhumatoïde,"H, U",independent,,RF,21/05/2026,false
M05.3,polyarthrite rhumatoïde avec atteinte d'autres organes et appareils,I39,endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs,endocardite rhumatoïde | atteinte de l'endocarde (à) (au cours de) arthrite rhumatoïde,"H, U",independent,,RF,21/05/2026,false
M05.3,polyarthrite rhumatoïde avec atteinte d'autres organes et appareils,I41.8,myocardite au cours d'autres maladies classées ailleurs,myocardite (au cours de) rhumatoïde | myocardite rhumatoïde,"H, U",independent,,RF,21/05/2026,false
M05.3,polyarthrite rhumatoïde avec atteinte d'autres organes et appareils,I52.8,autres cardiopathies au cours d'autres maladies classées ailleurs,cardite rhumatoïde,"H, U",independent,,RF,21/05/2026,false
M06,autres polyarthrites rhumatoïdes,G73.7,myopathie au cours d'autres maladies classées ailleurs,myopathie au cours de polyarthrite rhumatoïde,H,independent,,RF,21/05/2026,false
M10.0,goutte idiopathique,I43.8,myocardiopathie au cours d'autres maladies classées ailleurs,tophus goutteux du coeur,"H, U",independent,,RF,21/05/2026,false
M30,périartérite noueuse et affections apparentées,G63.5,polynévrite au cours d'affections disséminées du tissu conjonctif,polynévrite au cours d'affections disséminées du tissu conjonctif,G,independent,,RF,21/05/2026,false
M30.0,périartérite noueuse,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de périartérite noueuse,H,independent,,RF,21/05/2026,false
M30.0,périartérite noueuse,N08.5,glomérulopathie au cours d'affections disséminées du tissu conjonctif,glomérulopathie au cours de périartérite noueuse,H,independent,,RF,21/05/2026,false
M31,autres vasculopathies nécrosantes,G63.5,polynévrite au cours d'affections disséminées du tissu conjonctif,polynévrite au cours d'affections disséminées du tissu conjonctif,G,independent,,RF,21/05/2026,false
M31.0,angéite d'hypersensibilité,N08.5,glomérulopathie au cours d'affections disséminées du tissu conjonctif,glomérulopathie au cours de syndrome de Goodpasture,H,independent,,RF,21/05/2026,false
M31.1,microangiopathie thrombotique,N08.5,glomérulopathie au cours d'affections disséminées du tissu conjonctif,glomérulopathie au cours de purpura thrombocytopénique thrombotique,H,independent,,RF,21/05/2026,false
M31.3,granulomatose de Wegener,J99.1,troubles respiratoires au cours d'autres affections disséminées du tissu conjonctif,troubles respiratoires au cours de granulomatose de Wegener,H,independent,,RF,21/05/2026,false
M31.3,granulomatose de Wegener,N08.5,glomérulopathie au cours d'affections disséminées du tissu conjonctif,glomérulopathie au cours de granulomatose de Wegener,H,independent,,RF,21/05/2026,false
M32,lupus érythémateux disséminé,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de lupus érythémateux disséminé,H,independent,,RF,21/05/2026,false
M32,lupus érythémateux disséminé,G63.5,polynévrite au cours d'affections disséminées du tissu conjonctif,polynévrite au cours d'affections disséminées du tissu conjonctif,G,independent,,RF,21/05/2026,false
M32.1,lupus érythémateux disséminé avec atteinte d'organes et d'appareils,G05.8,"encéphalite, myélite et encéphalomyélite au cours d'autres affections classées ailleurs",encéphalite au cours d'un lupus érythémateux disséminé,H,independent,,RF,21/05/2026,false
M32.1,lupus érythémateux disséminé avec atteinte d'organes et d'appareils,G73.7,myopathie au cours d'autres maladies classées ailleurs,myopathie au cours de lupus érythémateux disséminé,H,independent,,RF,21/05/2026,false
M32.1,lupus érythémateux disséminé avec atteinte d'organes et d'appareils,I32.8,péricardite au cours d'autres maladies classées ailleurs,péricardite (au cours de) lupus érythémateux disséminé | péricardite lupique,"H, U",independent,,RF,21/05/2026,false
M32.1,lupus érythémateux disséminé avec atteinte d'organes et d'appareils,I39,endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs,maladie de Libman-Sacks | atteinte de l'endocarde (à) (au cours de) maladie de Libman-Sacks,"H, U",independent,,RF,21/05/2026,false
M32.1,lupus érythémateux disséminé avec atteinte d'organes et d'appareils,I68.2,artérite cérébrale au cours d'autres maladies classées ailleurs,artérite cérébrale au cours d'un lupus érythémateux disséminé,H,independent,,RF,21/05/2026,false
M32.1,lupus érythémateux disséminé avec atteinte d'organes et d'appareils,J99.1,troubles respiratoires au cours d'autres affections disséminées du tissu conjonctif,troubles respiratoires au cours de lupus érythémateux disséminé | lupus érythémateux disséminé avec atteinte des poumons,"H, U",independent,,RF,21/05/2026,false
M32.1,lupus érythémateux disséminé avec atteinte d'organes et d'appareils,N08.5,glomérulopathie au cours d'affections disséminées du tissu conjonctif,lupus érythémateux disséminé avec atteinte des reins | glomérulopathie au cours de lupus érythémateux disséminé,"H, U",independent,,RF,21/05/2026,false
M32.1,lupus érythémateux disséminé avec atteinte d'organes et d'appareils,N16.4,maladie rénale tubulo-interstitielle au cours d'affections disséminées du tissu conjonctif,lupus érythémateux disséminé avec atteinte des reins | maladie rénale tubulo-interstitielle au cours de lupus érythémateux disséminé,"H, U",independent,,RF,21/05/2026,false
M33,dermatopolymyosite,G63.5,polynévrite au cours d'affections disséminées du tissu conjonctif,polynévrite au cours d'affections disséminées du tissu conjonctif,G,independent,,RF,21/05/2026,false
M33.0,dermatomyosite juvénile,J99.1,troubles respiratoires au cours d'autres affections disséminées du tissu conjonctif,troubles respiratoires au cours de dermatomyosite,H,independent,,RF,21/05/2026,false
M33.1,autres dermatomyosites,J99.1,troubles respiratoires au cours d'autres affections disséminées du tissu conjonctif,troubles respiratoires au cours de dermatomyosite,H,independent,,RF,21/05/2026,false
M33.2,polymyosite,J99.1,troubles respiratoires au cours d'autres affections disséminées du tissu conjonctif,troubles respiratoires au cours de polymyosite,H,independent,,RF,21/05/2026,false
M34,sclérose systémique,G63.5,polynévrite au cours d'affections disséminées du tissu conjonctif,polynévrite au cours d'affections disséminées du tissu conjonctif,G,independent,,RF,21/05/2026,false
M34.8,autres formes de sclérose systémique,G73.7,myopathie au cours d'autres maladies classées ailleurs,myopathie au cours de sclérodermie | sclérose systémique avec myopathie,"H, U",independent,,RF,21/05/2026,false
M34.8,autres formes de sclérose systémique,J99.1,troubles respiratoires au cours d'autres affections disséminées du tissu conjonctif,troubles respiratoires au cours de sclérodermie | sclérose systémique avec atteinte pulmonaire,"H, U",independent,,RF,21/05/2026,false
M35,autres atteintes systémiques du tissu conjonctif,G63.5,polynévrite au cours d'affections disséminées du tissu conjonctif,polynévrite au cours d'affections disséminées du tissu conjonctif,G,independent,,RF,21/05/2026,false
M35.0,syndrome de Gougerot-Sjögren,G73.7,myopathie au cours d'autres maladies classées ailleurs,myopathie au cours de syndrome de Gougerot-Sjögren | syndrome de Gougerot-Sjögren avec myopathie,"H, U",independent,,RF,21/05/2026,false
M35.0,syndrome de Gougerot-Sjögren,H19.3,kératite et kératoconjonctivite au cours d'autres maladies classées ailleurs,kératoconjonctivite sèche | syndrome de Gougerot-Sjögren avec kératoconjonctivite,"H, U",independent,,RF,21/05/2026,false
M35.0,syndrome de Gougerot-Sjögren,J99.1,troubles respiratoires au cours d'autres affections disséminées du tissu conjonctif,troubles respiratoires au cours de syndrome de Gougerot-Sjögren | syndrome de Gougerot-Sjögren avec atteinte pulmonaire,"H, U",independent,,RF,21/05/2026,false
M35.0,syndrome de Gougerot-Sjögren,N16.4,maladie rénale tubulo-interstitielle au cours d'affections disséminées du tissu conjonctif,syndrome de Gougerot-Sjögren avec maladie rénale tubulo-interstitielle | maladie rénale tubulo-interstitielle au cours de syndrome de Gougerot-Sjögren,"H, U",independent,,RF,21/05/2026,false
M35.2,syndrome de Behçet,N77.8,ulcération et inflammation vulvo-vaginales au cours d'autres maladies classées ailleurs,ulcération de la vulve au cours de la maladie de Behçet,H,independent,,RF,21/05/2026,false
M45,spondylarthrite ankylosante,G55.3,compression des racines et des plexus nerveux au cours d'autres dorsopathies,compression des racines et des plexus nerveux au cours d'autres dorsopathies,G,independent,,RF,21/05/2026,false
M45,spondylarthrite ankylosante,H22.1,iridocyclite au cours d'autres maladies classées ailleurs,iridocyclite au cours de spondylarthrite ankylosante,H,independent,,RF,21/05/2026,false
M45,spondylarthrite ankylosante,J99.8,troubles respiratoires au cours d'autres maladies classées ailleurs,troubles respiratoires au cours de spondylarthrite ankylosante,H,independent,,RF,21/05/2026,false
M46,autres spondylopathies inflammatoires,G55.3,compression des racines et des plexus nerveux au cours d'autres dorsopathies,compression des racines et des plexus nerveux au cours d'autres dorsopathies,G,independent,,RF,21/05/2026,false
M47,spondylarthrose,G55.2,compression des racines et des plexus nerveux au cours de spondylarthroses,compression des racines et des plexus nerveux au cours de spondylarthroses,G,independent,,RF,21/05/2026,false
M47,spondylarthrose,G99.2,myélopathies au cours de maladies classées ailleurs,myélopathie au cours de spondylarthrose,H,independent,,RF,21/05/2026,false
M47.0,syndromes de compression des artères vertébrale et spinale antérieure,G99.2,myélopathies au cours de maladies classées ailleurs,syndromes de compression des artères vertébrale et spinale antérieure,"H, T",independent,,RF,21/05/2026,false
M47.1,autres spondylarthroses avec myélopathie,G99.2,myélopathies au cours de maladies classées ailleurs,compression de la moelle épinière due à une spondylarthrose,U,independent,,RF,21/05/2026,false
M48,autres spondylopathies,G55.3,compression des racines et des plexus nerveux au cours d'autres dorsopathies,compression des racines et des plexus nerveux au cours d'autres dorsopathies,G,independent,,RF,21/05/2026,false
M50,atteintes des disques cervicaux,G55.1,compression des racines et des plexus nerveux au cours d'atteintes des disques intervertébraux,compression des racines et des plexus nerveux au cours d'atteintes des disques intervertébraux,G,independent,,RF,21/05/2026,false
M50.0,atteinte d'un disque cervical avec myélopathie,G99.2,myélopathies au cours de maladies classées ailleurs,atteinte d'un disque cervical avec myélopathie | myélopathie au cours d'atteinte des disques intervertébraux,"H, T",independent,,RF,21/05/2026,false
M51,atteintes d'autres disques intervertébraux,G55.1,compression des racines et des plexus nerveux au cours d'atteintes des disques intervertébraux,compression des racines et des plexus nerveux au cours d'atteintes des disques intervertébraux,G,independent,,RF,21/05/2026,false
M51.0,atteintes d'un disque lombaire et d'autres disques intervertébraux avec myélopathie,G99.2,myélopathies au cours de maladies classées ailleurs,atteintes d'un disque lombaire et d'autres disques intervertébraux avec myélopathie | myélopathie au cours d'atteinte des disques intervertébraux,"H, T",independent,,RF,21/05/2026,false
M53,"autres dorsopathies, non classées ailleurs",G55.3,compression des racines et des plexus nerveux au cours d'autres dorsopathies,compression des racines et des plexus nerveux au cours d'autres dorsopathies,G,independent,,RF,21/05/2026,false
M54,dorsalgies,G55.3,compression des racines et des plexus nerveux au cours d'autres dorsopathies,compression des racines et des plexus nerveux au cours d'autres dorsopathies,G,independent,,RF,21/05/2026,false
M89.4,autres ostéoarthropathies hypertrophiantes,L62.0,pachydermopériostose avec ongle hippocratique,pachydermopériostose avec ongle hippocratique,G,independent,,RF,21/05/2026,false
M95,"autres déformations du système ostéo-articulaire, des muscles et du tissu conjonctif",G63.6,polynévrite au cours d'autres affections ostéo-articulaires et des muscles,polynévrite au cours d'autres affections ostéo-articulaires et des muscles,G,independent,,RF,21/05/2026,false
M96,"affections du système ostéo-articulaire et des muscles après un acte à visée diagnostique et thérapeutique, non classées ailleurs",G63.6,polynévrite au cours d'autres affections ostéo-articulaires et des muscles,polynévrite au cours d'autres affections ostéo-articulaires et des muscles,G,independent,,RF,21/05/2026,false
N18.8,autres insuffisances rénales chroniques,G63.8,polynévrite au cours d'autres maladies classées ailleurs,neuropathie urémique,"H, U",independent,,RF,21/05/2026,false
N18.8,autres insuffisances rénales chroniques,I32.8,péricardite au cours d'autres maladies classées ailleurs,péricardite (au cours de) urémique | péricardite urémique,"H, U",independent,,RF,21/05/2026,false
N25.0,ostéodystrophie rénale,M90.8,ostéopathie au cours d'autres maladies classées ailleurs,ostéopathie au cours d'ostéodystrophie rénale,H,independent,,RF,21/05/2026,false
Q90,syndrome de Down,H19.8,autres affections de la sclérotique et de la cornée au cours de maladies classées ailleurs,Kératocône au cours du syndrome de Down,H,independent,,RF,21/05/2026,false
T70.3,maladie des caissons [maladie de la décompression],M90.3,ostéonécrose de la maladie des caissons,ostéonécrose de la maladie des caissons,G,independent,,RF,21/05/2026,false
T86,échec et rejet d'organes et de tissus greffés,N16.5,maladie rénale tubulo-interstitielle au cours d'un rejet de greffe,maladie rénale tubulo-interstitielle au cours d'un rejet de greffe,G,independent,,RF,21/05/2026,false
T90,séquelles de lésions traumatiques de la tête,F02.8,démence au cours d'autres maladies classées ailleurs,,H,independent,,RF,21/05/2026,false
